회사ID,연매출액,년도,월,월별_연금보험료,월별_직원수
304307,16939471,2018,10,5238200,21
249578,23418345,2016,6,1240100,7
155736,2195094,2016,10,3479000,15
133364,9937977,2016,3,10907380,57
137889,23490755,2018,12,2113740,6
324654,891287,2017,6,1206800,8
307118,11951055,2018,4,559140,3
127180,180343067,2018,6,96267880,323
140201,5729090,2018,1,6499540,41
146130,4636779,2017,4,6144740,25
143179,5338955,2016,10,4980780,30
170185,2631207,2018,2,1340040,11
129633,18221730,2018,8,22840700,132
323592,3521752,2018,11,2607700,8
229495,760988,2016,2,1697820,9
170185,2631207,2018,7,1799780,13
139605,20510023,2017,1,9360500,39
511468,2426840,2018,7,2169160,9
266320,1391554,2016,3,564240,7
137889,18060207,2016,2,9808540,46
362194,2100218,2018,11,874780,3
94620,308252,2018,9,1048400,4
234236,143775167,2017,9,6461580,21
140487,9242058,2018,2,9325760,36
403351,430240720,2017,10,397105860,1538
171050,3948262,2017,4,3090840,11
254425,1008434,2018,1,1386480,9
498584,872140,2018,8,1352660,8
128488,23335685,2016,6,42264200,167
305010,8752448,2016,5,3228160,20
442376,5735214,2017,7,10988460,36
72557,8627594,2018,6,1313280,5
171280,4706773,2016,4,2863500,12
501711,631687,2018,3,769400,3
179308,1924163,2016,5,2153000,11
413008,1248670,2018,7,3403400,9
474809,3993074,2016,7,2860120,17
126521,567246558,2018,12,539074160,1488
171408,17535665,2018,12,4712720,14
128174,105847542,2019,8,47786720,144
206055,1655471,2018,7,1742580,6
296785,20003910,2016,11,11164320,53
186071,2052689,2016,3,1378160,7
233757,30229862,2016,9,5206740,23
268573,1760298,2016,8,779200,5
134905,28331686,2016,4,12891420,42
285772,215674,2018,1,353600,3
406088,2400937,2016,7,7761320,27
167860,196399,2015,12,2660400,14
63461,2838833,2018,11,1098720,5
296476,51272002,2018,7,18597800,63
241364,11865305,2018,8,2456140,10
134575,15481305,2016,5,15113860,62
237814,13979102,2015,11,1884220,6
455839,480152,2018,5,1109140,4
133951,90702620,2016,5,15233140,63
151288,7557278,2016,7,4560220,18
303993,13469116,2016,4,2731560,12
386590,2188004,2018,12,1246300,5
246496,1216942,2016,2,1323000,6
169612,3310338,2018,11,1649380,7
26185,1096305,2018,4,1584000,9
443164,286225,2016,8,1622220,16
455834,659477,2018,6,2486520,8
140431,15404237,2017,11,6449960,29
254718,550175,2015,12,1508560,7
408438,2217164,2018,2,3326800,14
227538,3617655,2018,4,2313580,8
147839,6301797,2017,2,4928460,26
259149,3022043,2016,11,988020,4
127090,387903904,2016,6,125867240,365
457648,1100486,2016,5,894580,5
512686,1797909,2018,8,3231120,14
233880,12255661,2016,7,7465620,30
174691,7933121,2016,2,3804740,12
114619,4411074,2018,5,454120,3
460942,778380,2018,10,1386880,5
134755,21645258,2017,6,10994020,41
122968,32997924,2017,7,15881280,73
298922,10333745,2016,5,8524140,35
485596,24592,2016,9,430900,4
153436,3021552,2018,11,4803720,17
242371,2231647,2016,4,2646760,13
242957,1899304,2016,8,2460180,11
266692,4807499,2016,6,1107620,6
141829,4449614,2016,9,6789400,26
430326,638486,2016,1,1063240,4
137497,54806953,2016,8,17089740,47
479335,155350,2016,12,641340,6
314222,2454201,2018,3,1316720,12
303178,6256990,2016,1,2226400,15
72557,8627594,2018,4,1313280,5
443456,3531329,2018,11,4218520,14
331058,4084103,2016,11,830140,4
296171,7366783,2016,6,14199600,70
128405,31578595,2017,10,36747260,177
406285,7971867,2016,7,4982320,21
210623,807329,2017,11,662660,3
135298,21154219,2015,12,14814460,55
236335,5789453,2017,7,3794280,15
250887,6091325,2016,10,1807100,7
276184,1036601,2016,11,838700,5
213211,1906906,2017,3,599020,4
507454,5411212,2016,8,8093200,33
445657,6403898,2018,9,4089440,19
176242,2318902,2017,7,1501720,7
507644,14477192,2016,3,6345840,27
140431,15404237,2017,4,6766240,32
136681,22078524,2016,8,11380460,54
134715,10582695,2017,1,15320820,63
173566,2409234,2016,5,2049900,11
134575,16110817,2018,9,16166380,64
130344,52047832,2016,10,20566140,100
168479,5832248,2015,12,3004180,11
165163,12855439,2018,4,3152540,14
432947,2000132,2017,10,1597680,5
136269,18057181,2016,8,10492280,37
143696,9490573,2018,7,9523720,28
335003,2766682,2016,4,1454540,7
249362,841344,2016,9,727200,7
253684,991242,2018,3,1800600,7
16877,3881767,2018,10,2470080,15
158101,7151977,2018,4,5546820,18
188208,3131583,2018,2,788480,6
220026,318725,2016,8,681100,3
161795,3098716,2016,7,3407420,17
298404,26469944,2017,6,9657420,37
455963,317945,2016,11,1897640,7
371611,1081587,2018,4,635560,3
246826,2322838,2019,3,1632320,8
407133,7831988,2016,2,6429560,24
141730,14291313,2015,12,6473280,34
175134,2117032,2017,1,1911120,8
173863,940173,2018,7,1797000,10
146423,6007053,2018,3,5338820,24
245907,3606483,2016,10,505340,4
442613,2492224,2018,12,6600740,30
406994,1847669,2016,9,5694760,24
442187,4829733,2016,1,3918380,21
429714,2282623,2018,9,1101220,4
454609,2448760,2016,4,2090700,6
308586,4111364,2018,3,2855100,15
125984,8019667,2018,12,4959320,17
163302,7227708,2017,8,4134740,14
172760,11231339,2016,11,715860,4
376998,3910146,2018,2,514780,3
287201,290108,2017,8,387520,4
397487,1687720,2018,8,1591720,8
464209,1899747,2018,5,1239560,4
214671,1779522,2016,8,1061900,4
45514,5428141,2018,12,1325040,6
439917,40905473,2016,10,181324560,1128
126831,1753200162,2016,10,222339120,582
345099,2942047,2017,10,400500,3
185418,1267619,2017,7,1855500,7
510329,143513683,2018,7,132073100,576
327764,6814916,2016,6,2833180,8
228689,3430588,2018,6,3149660,16
279255,1218251,2016,12,588940,5
446390,4158877,2018,11,5846980,18
394989,65151869,2015,11,2715420,17
207336,45832,2015,11,832120,5
1021039,10011137,2018,5,650400,3
184108,4282411,2018,10,2251780,10
171040,1187521,2018,2,2738100,13
407908,2364490,2016,11,4509320,17
481969,568802,2018,9,983940,5
250472,4413981,2017,4,1606560,8
236787,16047421,2016,6,4103880,19
152554,2197431,2016,5,4477720,19
332380,1702658,2018,6,1927860,6
237640,1373275,2017,8,1633120,14
124388,262604,2016,11,522800,5
457522,692067,2018,11,1924340,8
310550,3757604,2016,10,2428060,14
180479,582910,2018,4,1235500,5
190713,955252,2016,1,1394260,7
507892,2065320,2016,4,2720380,18
135037,30195678,2016,2,11261900,43
297496,97869768,2018,10,9442960,37
31073,2826320,2018,12,3275400,14
130911,34910183,2016,1,11258600,47
376939,1316507,2018,8,669060,3
278549,202759,2016,1,403820,4
403826,17856882,2018,1,38576120,147
296651,8143065,2018,4,10700080,43
464517,3682620,2018,7,1009320,6
231972,50140261,2016,2,18619180,65
140923,6437863,2018,12,9227160,39
167778,2573396,2016,5,2976720,10
271241,2640530,2015,11,772080,4
135564,10853039,2016,2,11956060,45
220012,883718,2018,7,451240,3
85020,359904,2018,8,1135160,5
351661,4036699,2016,5,771840,3
249445,4533933,2016,2,918000,8
235976,19639922,2017,5,1284640,5
143752,2619807,2016,11,4448180,21
158489,18600335,2018,1,4971580,17
268835,1931920,2018,12,1940460,7
149535,19565869,2018,9,6127480,24
484351,3161329,2018,1,608400,4
131842,3946967,2016,11,8881400,38
175022,1360179,2017,6,2460740,11
470994,729553,2016,3,2234040,10
194646,2510474,2016,4,1105000,6
179308,1924163,2016,12,2230400,11
208631,548715,2017,10,1130120,5
156618,3985023,2016,3,3796940,18
322950,3293926,2016,7,1759940,8
57539,884941,2018,7,819000,3
409006,1722432,2018,10,4707580,15
155075,2732618,2016,7,3473720,20
475074,565329,2016,4,630000,4
181640,604755,2018,4,1016800,7
158642,7042322,2017,3,3374040,16
494616,671263,2018,6,2021360,8
160784,3108831,2018,4,4952700,18
308198,3506741,2016,2,3378180,14
296659,21112099,2016,7,11079560,46
171280,4706773,2016,6,2863500,12
300064,14710980,2018,4,7179340,30
382565,38525268,2017,1,9904460,45
310279,5498959,2018,6,2992280,10
445294,1748840,2017,12,3109860,18
167680,7286641,2015,12,2911180,12
138820,1677179,2018,12,14027800,44
408351,20498833,2018,2,3778420,18
147680,7600910,2017,11,5835360,23
331110,3610933,2017,6,1491560,5
279001,4821412,2017,10,522520,4
303178,11431955,2018,11,2938200,11
162988,2019329,2017,10,3602460,14
144515,8766503,2018,5,8830200,30
407066,2486555,2016,7,6740760,24
93486,2920358,2018,8,1396340,4
475595,1494118,2018,1,3307400,13
358062,6316904,2018,11,364940,3
395081,4282767,2016,4,9404760,48
135564,10853039,2016,8,13054400,48
162847,4503160,2017,12,3509720,14
440855,17516062,2017,1,17274320,77
325512,1328275,2018,3,1299000,8
427013,2381575,2017,8,7643180,38
403826,17856882,2018,10,27858660,121
311452,1228616,2016,8,1079160,8
359487,838103,2018,8,490020,3
222596,1915468,2016,10,350720,3
346972,869134,2016,12,938680,6
316306,1654015,2016,8,2212320,9
301941,10193323,2017,4,2463060,14
407626,1876237,2016,10,5298080,20
308692,3209156,2016,4,4037180,15
359045,29490006,2016,2,916740,5
231859,39965268,2016,12,20094680,69
145384,11726118,2016,4,5895180,24
248177,1542393,2016,1,2194440,11
311556,15350905,2018,3,3399260,13
296171,7408164,2018,5,12310960,59
294790,96411248,2016,4,41368760,205
141829,4449614,2016,8,7213120,28
150966,6413562,2018,11,5454480,28
241644,8260689,2016,6,1358100,4
394696,28308165,2016,6,43926240,223
129310,36990061,2016,7,31171140,133
507086,18652340,2016,7,25949740,104
381989,3964109,2018,7,7023300,62
261590,3284834,2016,7,603980,5
273819,789278,2017,5,540440,4
132930,28011487,2016,1,15364080,74
227750,8381679,2017,9,1658220,7
302860,15385651,2018,10,4944080,24
15500,2606511,2018,1,4183580,17
355397,10138435,2018,2,1575160,5
151431,6947652,2018,4,3446840,17
485596,24592,2016,8,430900,4
323775,3575444,2018,3,2349140,10
268976,4302629,2016,2,436300,4
440982,10403732,2016,9,19589980,72
226604,1481310,2015,11,502900,3
274656,2489595,2018,1,1319560,6
315754,4113819,2017,10,1211180,7
427722,5573183,2017,3,3310880,18
297144,6557999,2015,11,7322040,34
329598,8688918,2017,2,1470500,8
125987,3159310,2017,9,3848100,13
408010,2299187,2017,7,5290700,20
203240,1013531,2016,3,1034720,4
306195,3563741,2018,5,3007300,16
171526,1792154,2017,3,2467920,11
473907,4502197,2018,5,3378100,16
139925,7507837,2018,3,9257640,40
142318,4977015,2017,12,8797780,31
268573,1760298,2016,10,1169800,6
261842,689128,2016,6,659680,6
199864,1477670,2016,2,905380,6
45560,1301499,2018,3,1658320,7
299446,3444206,2017,11,6239680,33
297542,20100227,2019,6,9582340,42
155541,8645638,2016,3,2995700,14
160784,3108831,2018,8,4894120,19
452981,439797,2016,10,1709580,9
301941,6610515,2016,4,2223960,13
389602,5478790,2016,11,1585040,7
245286,3754561,2016,5,2835140,13
127732,37336615,2017,7,66008220,258
241330,1790712,2018,2,1717800,9
403771,38888970,2018,8,53686500,166
408190,3019814,2016,3,4181540,16
342232,1036072,2018,7,606420,3
192812,13971223,2018,3,972260,3
268392,1052341,2016,7,459000,4
358423,3033294,2018,3,367200,3
452733,1046811,2018,9,2126040,10
479663,280078,2016,5,1449880,6
382565,49054373,2016,4,10456080,55
163538,2123609,2018,7,2539920,10
238034,2482716,2016,9,2017700,9
177237,2126606,2017,8,2252500,11
319646,1899607,2016,12,641700,4
342837,32584141,2018,2,1757320,6
342255,200313,2018,2,1165500,7
150043,6105793,2016,1,4390420,21
481807,146126,2016,9,497140,5
196549,5166651,2018,8,2300640,7
158854,1008489,2018,10,2912760,17
149554,6206609,2016,7,3123020,24
507892,2010529,2017,3,2326460,17
429289,14023968,2018,11,1438820,4
260200,4340065,2018,8,1807360,7
265224,3715560,2016,12,1119920,6
187951,3586624,2018,5,1370400,6
238647,6142991,2018,3,3573000,15
303781,20343119,2016,8,3946440,19
296795,40567277,2018,10,17024180,54
343275,1870729,2017,5,1120660,5
243797,3478224,2018,7,3648300,15
367933,1540709,2018,5,926100,4
276706,1653555,2016,5,1030940,5
362311,1525935,2017,7,961100,3
194202,1729766,2018,4,1286160,8
172856,3474264,2016,12,1376060,7
148018,1594698,2017,3,4942320,27
160784,3108831,2018,7,4894120,19
238002,9490847,2017,11,3429560,16
144137,6857540,2018,3,6062940,25
443456,3531329,2018,8,4218520,14
449637,2295996,2018,7,3410780,11
403522,77726511,2017,3,77058660,215
408351,20498833,2018,7,4056100,20
237640,1373275,2017,3,2209260,19
350826,1134308,2018,5,491400,4
290310,1589900,2018,11,1020600,3
387863,3675214,2016,7,2092300,8
441565,13369682,2017,3,11767540,49
169612,2800673,2016,9,2053220,11
451468,328808,2016,7,840320,6
130647,32137447,2016,5,28291540,103
45581,1399003,2018,6,1034820,6
343275,2307394,2018,8,1475420,6
511424,2496510,2018,12,5522280,23
387863,3841565,2018,7,2571180,9
185418,1426947,2016,9,1731220,7
265436,7424500,2017,5,1407140,6
251842,1839011,2018,7,2117660,9
307820,4097606,2016,3,4071940,18
305183,13363073,2016,7,1940940,15
135559,14164218,2018,4,15438600,60
245409,7348239,2016,8,1769500,13
160137,1553754,2016,11,3562040,16
439986,24165040,2016,5,180071720,493
297552,54634203,2018,1,9746680,48
101711,49945076,2018,7,760500,3
415742,119676,2018,3,702060,4
352636,4585035,2018,4,1033980,5
184064,2811131,2018,3,1725180,9
255943,767079,2017,11,647180,6
173863,940173,2018,10,1718700,11
412687,184337,2017,2,1748760,7
469918,7932853,2016,6,23090680,151
398429,776394,2016,5,780200,7
140003,8366528,2015,12,10211100,41
126983,144618199,2016,11,102871460,406
256245,1818809,2018,2,1856140,6
314436,2824281,2018,11,2292620,11
175517,5660325,2016,7,3141620,10
159707,2272925,2016,4,3511920,14
162948,4410605,2018,5,2519080,14
141574,4900388,2018,10,5254940,19
247838,240704,2018,10,641740,5
269034,6317427,2017,11,1152980,4
135561,21489144,2016,6,11531680,49
383250,25761987,2016,5,5453020,25
135668,28569861,2016,1,7855380,32
159038,2217139,2016,2,3086160,14
173516,670651,2018,4,2007380,10
403778,5947991,2016,6,26084420,132
427879,5994962,2017,1,3357480,16
88104,148232,2018,7,576000,4
507575,8562764,2016,2,7650580,32
59225,535484,2018,7,1030940,5
442577,1347511,2018,8,5022100,20
343746,1671841,2017,7,404000,4
446595,2056835,2016,7,2754140,12
245823,4842897,2016,4,1862800,10
242284,5966929,2016,12,2879060,14
359433,9744992,2016,12,1016280,4
369020,885647,2018,4,838520,3
337387,2076172,2016,6,491660,4
132156,30066323,2016,12,12369440,60
452354,552416,2015,11,1739660,7
249459,1569536,2016,3,627640,6
262267,2307647,2018,12,1750860,7
127366,175260490,2017,8,94487080,283
442467,17003119,2018,7,8478680,37
204254,1014889,2018,12,1478600,5
188388,2665043,2016,3,1574800,9
41161,1718593,2018,9,1583360,7
464924,497875,2016,6,382020,3
472892,905067,2016,2,2874440,22
450503,3112675,2018,9,1204980,6
133431,42682320,2018,5,11563560,42
348882,2528150,2018,10,980640,6
341097,4198247,2018,1,1010600,4
550729,696703,2018,11,843020,3
129718,31780020,2016,5,39511580,120
161640,2876161,2018,8,3213200,11
347977,2295340,2018,5,711800,5
151598,5066376,2018,12,5784980,24
441545,1805080,2016,2,5508940,51
146336,1670469,2018,8,1622580,6
238384,5974526,2018,7,1363220,5
210756,5575740,2018,1,1032380,3
131312,14273749,2017,5,34060580,98
195113,812429,2016,7,841940,6
305309,3408140,2016,3,2012840,20
198125,1055624,2016,3,1355120,6
141028,18537994,2017,2,5271020,33
460942,778380,2018,1,1310480,5
265641,1840565,2018,8,551600,3
390569,1128012,2018,5,1007000,6
14667,1559084,2018,3,2828700,20
419998,3585066006,2017,8,308478580,812
212161,489503,2016,3,721780,3
322239,2893714,2018,6,2298220,8
192160,1602358,2018,1,1922160,8
339424,676753,2016,10,1150720,7
352636,1885062,2016,3,553480,3
219624,634328,2018,12,1822300,15
194091,802823,2018,4,1453840,8
46499,13553574,2018,8,3832000,13
140370,23117883,2019,10,5315000,14
409006,1722432,2018,5,4753280,16
170297,2971607,2016,4,2581100,10
13827,7789727,2018,1,4241800,18
383237,9427507,2016,11,8066540,39
243063,1749943,2018,3,2215380,11
196549,5166651,2018,1,2265920,6
419895,201031,2017,7,335420,3
476160,1110091,2017,5,3217460,12
476592,3794842,2016,10,3234560,13
171040,1187521,2018,8,2807860,13
358423,3033294,2018,10,546200,4
406209,1720400,2018,12,3331500,14
265937,2000,2018,4,1288480,7
443060,2427960,2018,10,4139000,21
192633,1673661,2018,10,1991300,8
118048,1414118,2018,12,756000,5
150135,7548658,2018,5,5032020,25
442613,2492224,2018,10,8166340,36
232399,58169591,2017,10,14554780,43
187347,5276133,2018,6,1192220,9
231897,65840537,2018,12,11881020,42
261973,2101459,2016,7,1112740,5
144913,16758791,2016,9,6243920,24
445992,1490088,2017,8,3341260,17
233340,2298641,2017,12,6482820,32
298157,10199500,2017,10,6239300,40
323499,5666168,2016,2,1918140,9
187339,16620130,2018,6,2174820,9
403351,430240720,2017,3,394139580,1571
186705,3269493,2016,5,1694140,6
477865,1203080,2016,9,1521400,9
140003,6226285,2018,1,6000400,23
41385,2823410,2018,10,2398400,7
253564,2099108,2016,1,993320,4
288475,1493018,2018,1,1074680,4
311024,18756214,2018,1,3318860,13
447765,1433849,2016,1,2142500,9
235887,1587526,2016,5,4082960,20
212335,6766892,2018,5,1232280,4
323107,4443194,2016,9,1340160,7
329070,1765552,2018,4,1269800,5
499173,2389705,2016,4,1031940,8
294367,633160910,2017,8,269094200,932
69941,147730,2018,5,549340,4
315780,7277666,2016,5,1444500,11
213208,802306,2017,4,350980,3
456708,319648,2016,4,1230720,6
411739,1001045,2018,1,2168160,11
252397,10691201,2016,2,411480,4
486611,2617511,2016,11,1179080,4
140816,12695399,2018,7,6389860,32
370191,3621576,2016,3,911780,4
312648,4200501,2018,5,3224460,13
471513,2783322,2017,3,7356020,47
266016,1283202,2018,5,832500,6
413008,1248670,2018,12,3403400,9
306981,32561355,2018,6,3985500,13
470573,15810918,2016,3,13635500,119
187339,16620130,2018,1,1607820,6
160478,2817267,2018,8,3804340,16
238284,8949418,2017,12,2825320,10
442921,3087942,2016,3,4975360,27
153669,23214640,2018,3,4709020,18
165502,1280529,2018,10,3812720,14
206383,91080,2016,1,189000,3
342592,7523998,2018,8,1798640,6
232159,34998300,2016,7,14192280,53
140490,7445307,2018,1,5180500,31
144912,10844652,2016,1,5673720,29
440030,389008320,2017,11,147436220,423
326648,1388057,2016,7,541780,4
322968,14347375,2016,1,2115520,8
137889,18060207,2016,4,9668240,45
432024,1148089,2018,4,1054060,4
204411,2512986,2018,9,1635200,6
165611,5903902,2016,4,1929640,7
566045,139807,2018,4,532260,5
309918,16691909,2017,4,2411640,13
147839,5983002,2018,10,3959900,19
130966,19168584,2016,12,20636540,88
380843,27438430,2016,6,16310560,93
166482,4365451,2016,9,3409760,14
239575,12912739,2018,11,3401180,11
318919,26321188,2018,3,2653600,11
508810,239047,2018,11,328660,3
298157,6824509,2016,5,4697360,22
281522,457850,2018,5,426600,4
455963,317945,2016,12,1614140,6
15283,1447478,2018,7,4251320,19
187092,1197723,2016,5,1251800,7
456371,1205220,2017,1,1707560,7
326202,1102323,2017,11,1780460,8
130386,117533848,2017,1,31081820,112
464209,1899747,2018,10,826200,3
258955,1279611,2016,3,673720,5
189485,435257,2018,7,1802640,8
363066,1773982,2016,10,646360,4
195756,1363872,2018,10,1691440,8
304585,14466127,2016,9,4465820,21
251842,1260589,2017,5,1924800,9
427685,14420341,2016,6,3024560,18
240074,26194103,2016,5,3740440,15
453994,232229,2018,4,555360,6
542126,330022,2018,9,1066940,6
406285,10338446,2018,7,7284200,33
294337,146274359,2016,11,306936920,1540
249371,2969121,2015,12,1410720,9
203233,7071292,2017,7,1788740,5
258478,1735379,2018,6,716840,4
182270,3647094,2015,12,2735980,9
474551,2264808,2016,6,1029920,12
128415,65953232,2017,8,50327220,167
124535,341241,2018,4,599840,6
379456,3212712,2016,3,818620,3
439585,82738495,2017,10,850400,3
851154,2996043,2018,7,1481120,7
301941,6610515,2016,11,2685180,15
124388,60187,2018,6,690640,6
359350,9057253,2016,2,1184820,5
159105,4103086,2018,1,4048960,17
311556,15350905,2018,12,3399500,13
404055,17158684,2017,3,25520160,109
440745,2351476,2018,3,14310440,75
230192,519078,2016,1,1114000,6
430906,9007918,2016,2,1134000,4
373322,1130277,2016,1,350800,3
348882,1822216,2016,9,804500,6
163524,1909956,2018,9,2334740,9
405969,2181132,2015,12,3536740,22
516329,418223,2016,4,639000,3
324920,2351668,2017,5,1371760,10
146627,5679967,2016,6,4035860,25
199864,1409955,2018,9,1131480,8
322676,6368248,2016,2,2478660,8
192080,2610577,2018,3,1401840,5
478831,2089202,2018,5,1902680,7
279620,705913,2018,1,416700,4
416543,136263,2016,9,648000,3
247750,472274,2015,11,1539360,7
320554,2984478,2018,7,2479540,10
617791,1230505,2018,7,811520,6
164408,700966,2016,8,1251360,4
143260,5995329,2016,4,4995900,20
339561,3356130,2018,7,1935360,7
123235,15608604,2018,4,4858220,17
231173,257994284,2017,10,60780920,171
156614,3555461,2016,7,4745620,20
395238,3753790,2016,1,6654860,35
193890,1930670,2018,10,920700,4
338902,674879,2016,10,832760,4
333375,2172091,2016,1,1204200,5
407423,2687945,2016,2,7636100,22
55402,403993,2018,8,650160,5
229495,802994,2018,3,2222160,9
381892,2350782,2018,7,5834420,57
255087,5444175,2017,11,1459780,7
147035,6583604,2018,2,5251860,27
143561,5684368,2018,4,4801340,23
355722,2141511,2016,8,615220,4
360853,952449,2016,10,814040,4
478149,1436696,2016,11,2476380,10
276706,1653555,2016,11,1385980,5
239359,11711332,2017,2,3194180,14
124595,161530,2016,2,325240,6
394053,1260180,2016,3,744020,3
296171,7408164,2018,1,10888340,52
158148,4381085,2017,2,1120140,4
147546,10250666,2017,4,10434220,28
316303,8071603,2018,9,3525340,13
257148,3073086,2016,10,2269340,7
250858,3076429,2018,4,409300,4
263192,634475,2016,12,444380,4
144945,1400781,2018,5,3533960,14
147680,5989965,2016,8,4088780,18
167173,1036425,2018,7,1549300,10
186886,33522,2016,8,2445820,9
413890,145874,2016,2,1586060,7
408951,3135073,2017,7,2683600,14
167486,2147454,2016,5,2086900,11
390914,1190145,2018,9,1310920,5
323526,14588813,2017,8,3115940,10
429289,18224673,2017,10,2799860,9
164870,4913716,2017,7,2323480,9
308221,7903017,2018,2,1911180,13
343987,764847,2016,4,881340,4
302764,4105037,2016,11,4600740,22
348150,2386712,2016,5,794140,6
167275,2002207,2017,5,1823200,12
151987,2307596,2017,2,5512460,23
242011,16181012,2015,12,1767320,12
131998,29757853,2018,9,20575020,75
187339,7109593,2015,12,929860,7
405388,2590818,2016,4,11774400,45
221206,1079869,2016,3,680380,3
295376,33609405,2017,4,23685980,102
499625,1182517,2018,8,1405960,6
183481,1045013,2018,4,3178240,10
170792,12261642,2017,2,1807360,10
136862,14634073,2017,10,10878640,46
148865,2571986,2016,2,3964400,25
294620,884648596,2018,11,107351840,289
295938,13589790,2016,11,13649920,69
136789,1730582,2017,1,9475940,41
476657,1387478,2018,1,3087520,11
280911,1161592,2016,5,491460,4
138591,28919523,2018,3,9781100,44
245283,5059835,2017,1,1969420,10
144912,12045028,2017,8,5594040,24
263774,2967160,2016,7,1351700,5
194091,802823,2018,6,1453840,8
411804,102290,2018,9,2148620,10
108773,3200,2018,6,579240,3
76489,2105780,2018,1,630000,5
383195,55883417,2017,5,8663800,37
299711,4032052,2018,5,3790300,14
427758,5074618,2017,7,3584200,17
333304,2013561,2018,12,715820,5
305801,3934216,2018,9,2958220,14
326784,1655093,2018,2,998640,3
412758,3710161,2017,12,1172680,5
742694,3156184,2018,7,5457740,15
207482,1950401,2016,4,1158260,5
485420,101852,2016,8,382860,4
127065,128853201,2017,10,102455480,381
241101,32302585,2018,2,1479220,5
327405,4780167,2015,11,2993380,9
481665,268723,2018,4,868120,7
222121,191280,2018,5,486620,4
410344,1205108,2017,2,1386700,8
301480,8353896,2015,12,5939600,28
141371,5840287,2016,3,6275720,33
310033,22214012,2017,5,3539100,16
447548,2972680,2016,6,2315500,9
241762,1903329,2017,2,2828240,12
480512,1296191,2017,12,653000,6
541012,988059,2018,9,4041520,18
457522,651402,2016,1,914740,5
382029,15086680,2017,8,22570220,69
321177,16971900,2018,2,2627500,10
306439,11358566,2018,6,2965500,20
450139,3741043,2018,4,1898060,9
176840,699449,2018,8,2188600,9
326202,1102323,2017,3,972340,5
482272,1643639,2016,6,1220920,5
406537,3183209,2018,9,7095180,23
429378,33447201,2018,12,1073680,3
413443,1187539,2018,3,771120,6
233957,30625513,2016,1,3056400,12
470125,26267410,2016,3,41105160,204
187092,1197723,2016,3,1251800,7
131909,5058318,2016,7,28667900,89
355722,2370589,2018,4,641320,4
156227,3276085,2016,6,3196040,13
450139,1046374,2016,1,500040,3
478149,1436696,2016,4,2459120,10
144717,2536683,2018,4,1054760,6
444571,954346,2018,4,3311680,21
286730,1618395,2016,2,1165940,4
267549,879558,2016,4,1186540,7
325652,1704543,2018,4,1307860,6
146437,2466068,2016,2,5821320,28
183615,2869581,2018,3,1045240,6
445004,1037199,2018,5,3533060,18
498584,872140,2018,6,1321520,8
246896,1320029,2018,2,1756300,11
73989,6393747,2018,5,846000,5
267683,1307019,2016,4,794880,5
442777,1093577,2018,9,3801700,29
431973,1030694,2016,10,771740,5
355547,4568819,2016,3,474640,5
91144,911082,2018,9,1131560,5
433683,1069630,2018,9,801800,6
474900,460331,2016,7,1960260,14
196549,5035739,2017,3,1974060,6
180046,1948917,2016,6,2129820,8
131916,42812237,2016,4,18037060,86
134305,6069793,2018,3,21953700,67
137655,14802643,2017,1,14455640,50
167368,4528619,2018,11,2897040,15
306502,27624479,2018,8,4756320,15
187951,2866447,2016,5,1538340,8
375210,524202,2018,5,543400,3
175998,2285441,2016,11,2434460,12
338521,2951661,2016,4,1600640,6
175072,3180752,2018,8,1639400,9
149576,2462660,2017,5,2387060,13
157470,19102525,2016,9,3346420,14
139080,52839425,2015,11,12096440,45
278836,608112,2018,10,315540,3
430504,81260173,2016,10,1709060,6
329304,5753996,2018,2,1702680,8
257148,3073086,2016,7,2413340,8
10929,3223895,2018,4,4519940,22
306981,40557976,2016,10,3821100,13
135798,53382038,2017,1,12135740,45
197277,1655441,2016,4,1580720,6
287229,3522703,2018,6,499860,3
460942,629948,2017,12,1310480,5
179699,1121185,2018,5,1967000,11
297509,12077001,2016,7,7642580,37
365839,8487880,2016,9,978380,4
154500,100841566,2016,1,5827680,22
172373,10147408,2018,8,4054040,11
413443,792738,2016,2,614420,6
451237,4534642,2018,8,2924700,11
44405,5306120,2018,7,2100480,6
378749,1255483,2017,1,275020,3
282536,690984,2016,7,594060,4
419238,506645,2016,7,815400,3
436781,334343,2018,4,763100,4
450139,788365,2015,12,500040,3
254707,2612870,2016,12,1344500,5
446882,4161701,2016,8,4013560,16
412652,777799,2016,10,1974560,7
128638,104657590,2015,11,34787160,146
451237,3566294,2016,5,1597380,7
309695,8543531,2018,7,3570480,15
445294,1950608,2018,6,3532240,21
383334,8020049,2017,12,8254760,36
133019,58321554,2018,5,19694500,65
141456,17290595,2018,1,9757660,31
71256,5889329,2018,11,656440,4
255759,1702480,2016,9,1565800,8
405969,2468995,2018,3,6592280,29
239880,4136865,2018,7,3307040,17
126831,2102007007,2017,11,234978500,588
133722,15014091,2018,7,15588020,64
148586,17923085,2016,9,5955480,22
190931,1363317,2016,7,1425680,5
328586,5735933,2018,3,1719520,8
173808,7919531,2018,10,1922820,7
27801,3949225,2018,12,2355160,10
438349,308712,2017,3,838620,3
396401,1415725,2018,1,1473720,6
144934,8472084,2016,10,4746720,20
146663,18318810,2015,12,6934360,30
381344,166505014,2018,1,37097800,134
102709,752869,2018,12,537280,3
